id,genre_ids,original_language,overview,popularity,release_date,title,vote_average,vote_count,budget,revenue,runtime
438695,"{16,10751,10402,35}",en,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",126.998,2021-12-01,Sing 2,7.9,4040,85000000.0,406000000.0,110
138843,"{27,53}",en,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",125.203,2013-07-18,The Conjuring,7.5,10892,13000000.0,320400000.0,112
597,"{18,10749}",en,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",125.187,1997-11-18,Titanic,7.9,24031,200000000.0,2264162353.0,194
19995,"{28,12,14,878}",en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",125.069,2009-12-15,Avatar,7.6,30234,237000000.0,2923706026.0,162
129,"{16,10751,14}",ja,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",124.643,2001-07-20,Spirited Away,8.5,15309,19000000.0,274925095.0,125
75780,"{80,18,53,28}",en,"When a gunman takes five lives with six shots, all evidence points to the suspect in custody. On interrogation, the suspect offers up a single note: ""Get Jack Reacher!"" So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",124.567,2012-12-20,Jack Reacher,6.6,6582,60000000.0,218300000.0,130
1020969,"{10751,12,14}",no,"Christmas peace falls over the small town, but at the Christmas market there's hectic activity. Mariann discovers a teddy bear at the top shelf. Is he alive? Mariann must get the teddy whatsoever. But Teddy wants to get to a rich family.",124.23,2022-11-05,Teddy's Christmas,7.2,28,0.0,0.0,76
338953,"{14,12,10751}",en,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",123.886,2022-04-06,Fantastic Beasts: The Secrets of Dumbledore,6.7,3993,200000000.0,407200000.0,142
866398,"{28,53}",en,One man’s campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers.,123.208,2024-01-11,The Beekeeper,0.0,0,0.0,0.0,105
995906,{14},en,"A group of young adults are sent to a faraway planet to compete in the prestigious Sol Invictus games. When disaster strikes and the teams are stranded without equipment or communication, they must work together to survive long enough to be rescued.",123.036,2022-07-04,Galaxy Games,5.7,7,0.0,0.0,83
216015,"{18,10749,53}",en,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",122.534,2015-02-11,Fifty Shades of Grey,5.9,11235,40000000.0,571000000.0,125
1092329,"{10402,10751,18}",en,A young woman carrying an unimaginable responsibility. A young man torn between love and honor. A jealous king who will stop at nothing to keep his crown.,117.552,2023-11-09,Journey to Bethlehem,7.9,13,6000000.0,7300000.0,99
663712,"{27,53}",en,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",122.254,2022-10-06,Terrifier 2,6.8,1537,250000.0,15100000.0,138
808,"{16,35,14,12,10751}",en,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",122.213,2001-05-18,Shrek,7.7,16095,60000000.0,487900000.0,90
324857,"{28,12,16,878}",en,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.",121.975,2018-12-06,Spider-Man: Into the Spider-Verse,8.4,14433,90000000.0,375464627.0,117
760104,"{27,53,9648}",en,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",121.936,2022-03-17,X,6.7,2499,1000000.0,14700000.0,106
912908,"{35,12}",en,"When Reggie is abandoned on the mean city streets by his lowlife owner, Doug, Reggie is certain that his beloved owner would never leave him on purpose. But once Reggie falls in with Bug, a fast-talking, foul-mouthed stray who loves his freedom and believes that owners are for suckers, Reggie finally realizes he was in a toxic relationship and begins to see Doug for the heartless sleazeball that he is.",121.862,2023-08-17,Strays,7.5,591,46000000.0,32000000.0,93
131634,"{28,12,878}",en,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",121.785,2015-11-18,The Hunger Games: Mockingjay - Part 2,6.9,11866,160000000.0,653428261.0,137
758323,"{27,53}",en,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",121.759,2023-04-05,The Pope's Exorcist,7.1,2279,18000000.0,70204828.0,103
343611,"{28,53}",en,"When Major Susan Turner is arrested for treason, ex-investigator Jack Reacher undertakes the challenging task to prove her innocence and ends up exposing a shocking conspiracy.",121.537,2016-10-19,Jack Reacher: Never Go Back,6.0,4569,60000000.0,162100000.0,118
1172009,"{9648,53,28}",en,"After his son is wrongly accused of kidnapping, a deacon who has just lost his wife takes matters into his own hands and fights a crooked police gang to clear him.",121.198,2023-09-22,The Black Book,6.9,64,1000000.0,0.0,124
698508,"{10749,18,37}",en,A retelling of the biblical book of Hosea set against the backdrop of the California Gold Rush of 1850.,120.901,2022-01-21,Redeeming Love,7.9,340,30000000.0,9500000.0,134
537915,"{10749,18}",en,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",120.446,2019-04-11,After,7.1,7920,14000000.0,69500000.0,106
68635,"{18,28,80,27}",de,"A group of female freedom-fighters led by Karine Levere is caught by the warden of a women's prison, located somwhere in the South American jungle. None of them will reveal the secrets of their organisation or the names of their collaborators in the cities, so they are handed over to Dr. Costa who, after four years inactivity in Europe, is delighted to be able to practice his torture techniques once more.  Laverne fails to resist the inhuman treatments and reveals all. The only hope of saving the organization is for the girls to warn the city cell before it's too late. They trick the prison guard into having sex with them, knock him out and break out of prison. The warden and Dr. Costa must prevent them from revealing the practices inside the prison. The hunt is on and it's shoot to kill...",120.322,1978-03-17,Women in Cellblock 9,4.5,26,0.0,0.0,75
375358,"{35,27}",en,"A horde of murderous crab monsters descend on a sleepy coastal town on Prom night, and only a ragtag group of outcasts can save the day.",120.172,2021-08-26,Crabs!,4.1,23,0.0,0.0,80
849236,"{35,12,28}",ru,"The hunt for imperial gold continues. A priceless scepter, a treasure that could secure a worry-free life in sunny Rio de Janeiro for Ibrahim Bender and his young apprentice Ostap, has slipped from under their noses and ended up in possession of Nestor Makhno, an anarchist army commander. Makhno is convinced that the scepter is one of many imperial relics hidden in the area. With mafia, partisans, and officers of the Red and White armies all determined to get their hands on the fabled gold cache, Ostap and his mentor Ibrahim must surpass their own brilliance to outmaneuver their rivals and snatch the prize. And with Ostap’s beloved fair maiden losing her trust in him, he must do everything in his power to win her back and stop her from marrying another man.",120.171,2021-07-15,Ostap Bender. The Empire's Gold,6.0,34,0.0,0.0,87
8966,"{14,18,10749}",en,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.",120.051,2008-11-20,Twilight,6.3,12843,37000000.0,393616788.0,122
